,w1,w2,ground_truth,prediction
1231,monaco,malawi,0.0,0.0
1232,cinsault,picpoul,0.0,0.0
1233,"agriculture, hunting, forestry, fishing (isic a-b)","mining, manufacturing, utilities (isic c-e)",0.0,0.0
1234,nd,tx,0.0,0.0
1235,alabama,al,1.0,0.0
1236,"llm, llmc, paralegal","llm, llmc, paralegal",1.0,1.0
1237,france,japan,0.0,0.0
1238,south african grand prix,british grand prix,0.0,0.0
1239,arena amazonia,volksparkstadion,0.0,0.0
1240,27,tanzania - mainland,0.0,0.0
1241,j10,t05,0.0,0.0
1242,"4,7","3,3",0.0,0.0
1243,va,in,0.0,0.0
1244,institutional living quarter,multi-unit residential,0.0,0.0
1245,md,mt,0.0,0.0
1246,drugs,runaway,0.0,0.0
1247,pre,vgb,0.0,0.0
1248,esquire,esq.,1.0,0.0
1249,cuba,montenegro,0.0,0.0
1250,us ambassador residence,us ambasador residence,1.0,1.0
1251,"own use, faucet, community water system",others,0.0,0.0
1252,attorney & counselor at law,attorney and counselor at law,1.0,1.0
1253,swaziland,germany,0.0,0.0
1254,abu dhabi,baku,0.0,0.0
1255,vanuatu,rwanda,0.0,0.0
1256,north carolina,wisconsin,0.0,0.0
1257,nk,dy,0.0,0.0
1258,district of columbia,dc,1.0,1.0
1259,bolshoi theatre,bolshoi hall,1.0,0.0
1260,new hampshire,maryland,0.0,0.0
1261,kidnap,burglary,0.0,0.0
1262,151,911,0.0,0.0
1263,isr,irn,0.0,0.0
1264,sc,pa,0.0,0.0
1265,paralegal,paralegal,1.0,1.0
1266,euro,euro,1.0,1.0
1267,"china, hong kong sar",uganda,0.0,0.0
1268,"egypt, arab republic of",uganda,0.0,0.0
1269,general_government_final_consumption_expenditure,household_consumption_expenditure_including_non_profit_institutions_serving_households,0.0,0.0
1270,environment_protection,recreation_culture_and_religion,0.0,0.0
1271,utah,illinois,0.0,0.0
1272,equals_gross_domestic_product,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods_hotels_and_restaurants,0.0,0.0
1273,qatar,australia,0.0,0.0
1274,ne,ms,0.0,0.0
1275,turkmenistan,curacao,0.0,0.0
1276,statistical discrepancy,statistical discrepancy,1.0,1.0
1277,923,2,0.0,0.0
1278,"12,2","4,2",0.0,0.0
1279,laboratory and measuring and observing and testing equipment,environmental services,0.0,0.0
1280,italy,lithuania,0.0,0.0
1281,tn,ms,0.0,0.0
1282,counsel,counsel,1.0,1.0
1283,ne,nd,0.0,0.0
1284,eastern asia,southern asia,0.0,0.0
1285,cuba,greece,0.0,0.0
1286,cyprus,latvia,0.0,0.0
1287,"6,17","7,15",0.0,0.0
1288,kansas,delaware,0.0,0.0
1289,copd1_1,tob3_0,0.0,0.0
1290,lb,cb,0.0,0.0
1291,ct,connecticut,1.0,0.0
1292,mo,il,0.0,0.0
1293,idrottsparken,incheon football stadium,0.0,0.0
1294,syrah-tempranillo,país,0.0,0.0
1295,kenya,pakistan,0.0,0.0
1296,lens,trieste,0.0,0.0
1297,hi,id,0.0,0.0
1298,intermediary_of,same_name_as,0.0,0.0
1299,strategic development,strategic development,1.0,1.0
1300,ms,az,0.0,0.0
1301,ic.frm.femo.zs,ic.cus.durs.ex,0.0,0.0
1302,aq,iq,0.0,0.0
1303,"social services, department of","corrections and rehabilitation, department of",0.0,0.0
1304,id,us,0.0,0.0
1305,michigan,minnesota,0.0,0.0
1306,south africa,norway,0.0,0.0
1307,pennsylvania,new jersey,0.0,0.0
1308,mex,mdg,0.0,0.0
1309,comped,hhd,0.0,0.0
1310,mex,mex,1.0,1.0
1311,06g,05d,0.0,0.0
1312,"austin, tx","austin, tx 78701",1.0,1.0
1313,x01,z14a,0.0,0.0
1314,"coastal commission, california","corporations, department of",0.0,0.0
1315,colombia,united states,0.0,0.0
1316,welsh corgi,welsh corgi,1.0,1.0
1317,i-no class,i-family,0.0,0.0
1318,organizations and clubs,travel and food and lodging and entertainment services,0.0,0.0
1319,sex offenses,vandalism,0.0,0.0
1320,euthanasia,adoption,0.0,0.0
1321,arkansas,hawaii,0.0,0.0
1322,r4x1,r5yz,0.0,0.0
1323,democratic people's republic of korea,niger,0.0,0.0
1324,plus_current_transfers_from_and_to_the_rest_of_the_world_net,equals_net_national_disposable_income,0.0,0.0
1325,agreement with subsequent status,unilateral document,0.0,0.0
1326,zambia,swaziland,0.0,0.0
1327,aud,dkk,0.0,0.0
1328,q28lovepascal,q22langprofcsharp,0.0,0.0
1329,cowan miller & lederman,cowan miller and lederman,1.0,1.0
1330,support,community & environment,0.0,0.0
1331,long island,oregon other,0.0,0.0
1332,"13,27","33,34",0.0,0.0
1333,geo,isr,0.0,0.0
1334,q25langjava,q23frameasp,0.0,0.0
1335,la,sd,0.0,0.0
1336,lloyd,argay,0.0,0.0
1337,maryland,new hampshire,0.0,0.0
1338,tob10_0,npaw5_2,0.0,0.0
1339,annual (broward b-cycle),ridescout single ride,0.0,0.0
1340,kenya,yona,0.0,0.0
1341,other_vegetal_material_and_residues,of_which_biodiesel,0.0,0.0
1342,bel,com,0.0,0.0
1343,uzbekistan,lebanon,0.0,0.0
1344,"including government services and ngos.""",industries,0.0,0.0
1345,mississippi,louisiana,0.0,0.0
1346,652,3,0.0,0.0
1347,plza,19th,0.0,0.0
1348,rajkot,sharjah,0.0,0.0
1349,french guiana,suriname,0.0,0.0
1350,new york,tennessee,0.0,0.0
1351,wl1,3,0.0,0.0
1352,constr type 3,constr type 1,0.0,0.0
1353,nm,cy.de,0.0,0.0
1354,lebanon,japan,0.0,0.0
1355,pacific grand prix,mexican grand prix,0.0,0.0
1356,78,48,0.0,0.0
1357,aib,miota,0.0,0.0
1358,yemen,hungary,0.0,0.0
1359,tunisia,europe & central asia (ida & ibrd countries),0.0,0.0
1360,stanford stadium,eyravallen,0.0,0.0
1361,va,ak,0.0,0.0
1362,sp.dyn.to65.ma.zs,sp.dyn.to65.fe.zs,0.0,1.0
1363,dma,alb,0.0,0.0
1364,"austin, tx 78701","austin, tx",1.0,1.0
1365,540,730,0.0,0.0
1366,"people's choice awards, usa",the kennedy center honors,0.0,0.0
1367,buff,black,0.0,0.0
1368,accommodation and food service activities (i),"water supply; sewerage, waste management and remediation activities (e)",0.0,0.0
1369,mli,usa,0.0,0.0
1370,fire,dragon,0.0,0.0
1371,lille,kobe,0.0,0.0
1372,mi,michigan,1.0,1.0
1373,missoula county,anderson county,0.0,0.0
1374,germany,germany fr,0.0,0.0
1375,ncl,aus,0.0,0.0
1376,partner/lead engagement attorney,partner/lead engagement attorney,1.0,1.0
1377,south korea,uganda,0.0,0.0
1378,senegal,zambia,0.0,0.0
1379,north carolina,iowa,0.0,0.0
1380,bierzo,sforzato di valtellina,0.0,0.0
1381,"integrated household survey (ihs), 2010","priority survey (ps), 1993",0.0,0.0
1382,fuels and fuel additives and lubricants and anti corrosive materials,politics and civic affairs services,0.0,0.0
1383,zambia,south sudan,0.0,0.0
1384,sudan,cambodia,0.0,0.0
1385,comoros,indonesia,0.0,0.0
1386,portage county,botetourt county,0.0,0.0
1387,ven,ven,1.0,1.0
1388,"22,32",20,0.0,0.0
1389,complete,filed,0.0,0.0
1390,"3,8","5,9",0.0,0.0
1391,nigeria;united states,france,0.0,0.0
1392,audit services,hardware/software services,0.0,0.0
1393,layer 1 down,prep,0.0,0.0
1394,"9,10","9,10,11",0.0,0.0
1395,florida,connecticut,0.0,0.0
1396,3,652,0.0,0.0
1397,burnside,playford,0.0,0.0
1398,graduate training internships jobs,purchasing jobs,0.0,0.0
1399,individual consumption expenditure of non-profit institutions serving households (npishs),individual consumption expenditure of households,0.0,1.0
1400,pv of future salaries,securities lending expenses,0.0,0.0
1401,attorney and counselor at law,attorney & counselor at law,1.0,1.0
1402,zambian kwacha,zambia kwacha,1.0,1.0
1403,burglary,embezzlement,0.0,0.0
1404,962,110,0.0,0.0
1405,04k,03b,0.0,0.0
1406,bahamas,malta;united kingdom,0.0,0.0
1407,business in a box,gramalaya microfin foundation,0.0,0.0
1408,19th,plza,0.0,0.0
1409,china/old town,buckman-east,0.0,0.0
1410,"1,7",17,0.0,0.0
1411,17,"30,31",0.0,0.0
1412,distribution and conditioning systems and equipment and components,engineering and research and technology based services,0.0,0.0
1413,iowa,ia,1.0,0.0
1414,festival hall,festival theater,1.0,0.0
1415,cuba,tonga,0.0,0.0
1416,18,17,0.0,0.0
1417,alabama,michigan,0.0,0.0
1418,pga awards,yoga awards,0.0,0.0
1419,eg,ye,0.0,0.0
1420,tob,old,0.0,0.0
1421,sb/dvbe option,services are specifically exempt by statute,0.0,0.0
1422,gab,umc,0.0,0.0
1423,"omaha, ne","omaha, ne 68124",1.0,0.0
1424,immunization,cancer,0.0,0.0
1425,south african,danish,0.0,0.0
1426,nv,ok,0.0,0.0
1427,côte d'ivoire,mongolia,0.0,0.0
1428,thursday,saturday,0.0,0.0
1429,employers agent,employer's agent,1.0,1.0
1430,sweeper dumpsites,street cleaning-special projects,0.0,0.0
1431,mississippi,north dakota,0.0,0.0
1432,director,director,1.0,1.0
1433,w30,822,0.0,0.0
1434,personal use,clothing,0.0,0.0
1435,caramel/black,black & caramel,1.0,1.0
1436,country_01,country_02,0.0,0.0
1437,montana,new hampshire,0.0,0.0
1438,american bull dog,american bulldog,1.0,1.0
1439,xk,id,0.0,0.0
1440,lyon,liverpool,0.0,0.0
1441,delaware,south dakota,0.0,0.0
1442,electronic ensemble,bass clarinet/tenor saxophone,0.0,0.0
1443,mwk,rwf,0.0,0.0
1444,i02,d14,0.0,0.0
1445,fairy,bug,0.0,0.0
1446,australia,mauritania,0.0,0.0
1447,"therapists, all other","therapists, all other*",1.0,1.0
1448,tennessee,minnesota,0.0,0.0
1449,slv,slv,1.0,1.0
1450,gu,vt,0.0,0.0
1451,gb,nz,0.0,0.0
1452,il,oh,0.0,0.0
1453,"17,25",20,0.0,0.0
1454,jewish/kosher,american,0.0,0.0
1455,exports_of_services,exports_of_goods_and_services,0.0,0.0
1456,"6,30",8,0.0,0.0
1457,830,10,0.0,0.0
1458,premix,frparoth,0.0,0.0
1459,king charles spaniel cross,king charles spaniel cross,1.0,1.0
1460,y08,r1w4,0.0,0.0
1461,slovenia,luxembourg,0.0,0.0
1462,mumbai,kimberley,0.0,0.0
1463,statewide contract,master service agreement,0.0,0.0
1464,gross fixed capital formation (including acquisitions less disposals of valuables),household consumption expenditure (including non-profit institutions serving households),0.0,0.0
1465,viet nam,nicaragua,0.0,0.0
1466,depository_corporations_survey_monetary_survey_liabilities_included_in_the_definition_of_quasi_money,financial_corporations_survey_banking_survey_capital_and_unclassified_liabilities,0.0,0.0
1467,napa-sonoma,finger lakes,0.0,0.0
1468,rw,3t,0.0,0.0
1469,runaway,embezzlement,0.0,0.0
1470,computer hardwarecomputer softwarecomputer/it services,computer hardware computer software computer/it services,1.0,1.0
1471,aacta international award,golden satellite award,0.0,0.0
1472,sc,nc,0.0,0.0
1473,mauritius,panama,0.0,0.0
1474,south san francisco,san francisco,1.0,1.0
1475,general government final consumption expenditure,gross capital formation,0.0,0.0
1476,green,chanura: general,0.0,0.0
1477,rottweiler cross,rottweiler cross,1.0,1.0
1478,faroe islands,mongolia,0.0,0.0
1479,yem,yem,1.0,1.0
1480,champagne & white,white/champagne,1.0,1.0
1481,adm,e_tl,0.0,0.0
1482,border collie cross,border collie cross,1.0,1.0
1483,il,illinois,1.0,1.0
1484,host/commentator,dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer; dancer,0.0,0.0
1485,nm,oh,0.0,0.0
1486,germany,italy,0.0,0.0
1487,tl,pbus,0.0,0.0
1488,wholesale_and_retail_trade_repair_of_motor_vehicles_and_motorcycles_g,other_service_activities_s,0.0,0.0
1489,healthcare services restaurant/food services food and beverage production,healthcare services;restaurant/food services;food and beverage production,1.0,1.0
1490,lute,post horn,0.0,0.0
1491,hillsdale,vernon,0.0,0.0
1492,drink-draw-in-the-lower-east-side,nyc-investors-traders-stocktwits-meetups,0.0,0.0
1493,pre-permit (operational) / initial inspection,calorie posting / second compliance inspection,0.0,0.0
1494,steel,poison,0.0,0.0
1495,virginia,pennsylvania,0.0,0.0
1496,7,andorra,0.0,0.0
1497,641,923,0.0,0.0
1498,outside immigration counsel,outside immigration counsel,1.0,1.0
1499,spirituality,spiritualism,1.0,1.0
1500,weapons,forgery,0.0,0.0
1501,brazil,libya,0.0,0.0
1502,cze,sau,0.0,0.0
1503,uga,tha,0.0,0.0
1504,al,oh,0.0,0.0
1505,brussels,yeongam county,0.0,0.0
1506,b-systematic,b-trivial,0.0,0.0
1507,master purchase/price agreement,software license program,0.0,0.0
1508,t99,120,0.0,0.0
1509,dutch,manna,0.0,0.0
1510,151,w20,0.0,0.0
1511,gu,guam,1.0,0.0
1512,psychic,dragon,0.0,0.0
1513,"8,7","8,1",0.0,0.0
1514,blue/merle,blue merle,1.0,1.0
1515,eritrea,seychelles,0.0,0.0
1516,special project lc,cap storm,0.0,0.0
1517,san francisco,san francisco,1.0,1.0
1518,bookbinding,hotel,0.0,0.0
1519,guarantees,special financing,0.0,0.0
1520,estimate,preliminary,0.0,0.0
1521,bolgheri superiore,recioto della valpolicella,0.0,0.0
1522,bafta/la britannia awards,toronto film critics association awards,0.0,0.0
1523,argentina,australia,0.0,0.0
1524,e_multi,e_averag,0.0,0.0
1525,saint martin,saint barts,0.0,0.0
1526,social work,social welfare,1.0,0.0
1527,sur,blz,0.0,0.0
1528,bolivia,st. kitts and nevis,0.0,0.0
1529,sri lanka,czech republic,0.0,0.0
1530,palace of arts  (bela bartók national concert hall),palace of arts (bela bartók national concert hall),1.0,1.0
1531,af,ke,0.0,0.0
1532,khm,pri,0.0,0.0
1533,k.1,b.9,0.0,0.0
1534,admin.,administrator,1.0,0.0
1535,brazilian grand prix,italian grand prix,0.0,1.0
1536,all healthcare services,all;healthcare services,1.0,1.0
1537,securities lending unrealized gains,average benefit,0.0,0.0
1538,plus_statistical_discrepancy,sum_of_compensation_of_employees_and_property_income_from_and_to_the_rest_of_the_world_net,0.0,0.0
1539,relocate,disposal,0.0,0.0
1540,pearl,piedmont,0.0,0.0
1541,administrative miscellaneous / re-inspection,pre-permit (non-operational) / re-inspection,0.0,0.0
1542,armenia,uganda,0.0,0.0
1543,stockholm,oporto,0.0,0.0
1544,"sr. associate, attorney at law","senior associate, attorney at law",1.0,1.0
1545,méxico df uberblack,medellín,0.0,0.0
1546,brazilian,malaysian,0.0,0.0
1547,130,4,0.0,0.0
1548,splice_region_variant&intron_variant,stop_lost,0.0,0.0
1549,total retirement benefits,estimated average salary,0.0,0.0
1550,mx,ps,0.0,0.0
1551,iii,v,0.0,0.0
1552,managing attorney,managing attorney,1.0,1.0
1553,mex,gnb,0.0,0.0
1554,gross fixed capital formation (including acquisitions less disposals of valuables),changes in inventories,0.0,0.0
1555,black/blue,blue/black,1.0,1.0
1556,lbw,bowled,0.0,0.0
1557,russian ruble,russian rouble,1.0,1.0
1558,honduras,south africa,0.0,0.0
1559,y11a,w11a,0.0,0.0
1560,saint vincent and the grenadines,brunei,0.0,0.0
1561,cyp,bmu;deu;che;usa,0.0,0.0
1562,120,t99,0.0,0.0
1563,yrvac,spr,0.0,0.0
1564,dominican republic,israel,0.0,0.0
1565,china,jordan,0.0,0.0
1566,mt tabor,northwest,0.0,0.0
1567,welsh corgi,welsh corgi,1.0,1.0
1568,oregon,colorado,0.0,0.0
1569,canadian,rhodesian,0.0,0.0
1570,weekly,irregular,0.0,0.0
1571,de,delaware,1.0,1.0
1572,overall,race,0.0,0.0
1573,north america,latin america and caribbean,0.0,0.0
1574,new jersey,nj,1.0,0.0
1575,white/tan,tan/white,1.0,1.0
1576,03a,04c,0.0,0.0
1577,tennessee,tn,1.0,0.0
1578,san francisco,san francisco,1.0,1.0
1579,phaseinperiods,expense_totbenefits,0.0,0.0
1580,falling_water,gas_coke,0.0,0.0
1581,plan members not covered by social security,plan members covered by social security,0.0,0.0
1582,plus: taxes on products,"real estate, renting and business activities",0.0,0.0
1583,"integrated household survey (ihs), 2004","expenditure survey/budget survey (es/bs), 2014",0.0,0.0
1584,bmu;sau;usa,cym;mco,0.0,0.0
1585,exports of goods and services,final consumption expenditure,0.0,0.0
1586,aze,aze,1.0,1.0
1587,construction supplies,motorcycle repair,0.0,0.0
1588,papua new guinea,sao tome and principe,0.0,0.0
1589,ghs,lrd,0.0,0.0
1590,oregon,mississippi,0.0,0.0
1591,rwa,lao,0.0,0.0
1592,immigration consultant,immigration consultant,1.0,1.0
1593,west highland white terrier cross,west highland white terrier cross,1.0,1.0
1594,z14b,r4z1,0.0,0.0
1595,35,"1,13",0.0,0.0
1596,layer 3 down,end,0.0,0.0
1597,fl,florida,1.0,1.0
1598,micronesia (federated states of),fiji,0.0,0.0
1599,denmark,poland,0.0,0.0
1600,stolen property,liquor laws,0.0,0.0
1601,stop_gained&inframe_insertion,splice_donor_variant&coding_sequence_variant&intron_variant,0.0,0.0
1602,indiana,oklahoma,0.0,0.0
1603,saint vincent and the grenadines,british virgin islands,0.0,0.0
1604,west virginia,arkansas,0.0,0.0
1605,540,41,0.0,0.0
1606,less_subsidies_on_products,agriculture_hunting_and_related_service_activities,0.0,0.0
1607,842,362,0.0,0.0
1608,castran,castran,1.0,1.0
1609,energy jobs,charity jobs,0.0,0.0
1610,oregon other,napa-sonoma,0.0,0.0
1611,north dakota,nd,1.0,0.0
1612,"partner, garganigo, goldsmith & wess","partner, garganigo, goldsmith & weiss",1.0,1.0
1613,phl,hti,0.0,0.0
1614,tunisia,cote d'ivoire,0.0,0.0
1615,dominican rep,tafuna,0.0,0.0
1616,germany,cayman islands,0.0,0.0
1617,"césar awards, france",new york film critics circle awards,0.0,0.0
1618,w portland park,foster-powell,0.0,0.0
1619,z14a,x01,0.0,0.0
1620,362,842,0.0,0.0
1621,6,"4,5",0.0,0.0
1622,fiscal year ending 30 june,western calendar year,0.0,0.0
1623,czech lion,golden aries,0.0,0.0
1624,mth,orh,0.0,0.0
1625,lca,hnd,0.0,0.0
1626,still image,literature,0.0,0.0
1627,representative with gulf coast asian resources,represenative with gulf coast asian resources,1.0,1.0
1628,arizona,virginia,0.0,0.0
1629,nd,ne,0.0,0.0
1630,"charlotte, nc 28202","charlotte, nc",1.0,1.0
1631,pennsylvania,minnesota,0.0,0.0
1632,ren,subpar,0.0,0.0
1633,armenia/azerbaijan/nagorno-karabakh,india/nagaland,0.0,0.0
1634,pkb,altcom,0.0,0.0
1635,ratio,number of months,0.0,0.0
1636,armenia,senegal,0.0,0.0
1637,tjk,ssd,0.0,0.0
1638,"professional, scientific, technical, administrative and support service activities (m+n)","wholesale and retail trade, transportation and storage, accommodation and food service activities (g+h+i)",0.0,0.0
1639,3,wl1,0.0,0.0
1640,sbrn,lafy,0.0,0.0
1641,manufacturing - other;engineering services,manufacturing - otherengineering services,1.0,1.0
1642,arg,hti,0.0,0.0
1643,hosfrd-abrnethy,gresham - north central,0.0,0.0
1644,north dakota,nd,1.0,0.0
1645,d,d.,1.0,0.0
1646,biab,extract,0.0,0.0
1647,j06,k02,0.0,0.0
1648,ut,md,0.0,0.0
1649,female,hispanic,0.0,0.0
1650,recas,corinthia,0.0,0.0
1651,gross capital formation,individual consumption expenditure,0.0,0.0
1652,7-day,annual (madison b-cycle),0.0,0.0
1653,901,w21,0.0,0.0
1654,sweden,australia,0.0,0.0
1655,attorney &general counsel,attorney & general counsel,1.0,1.0
1656,"technology, hardware, software and supplies",oil & gas refining & marketing & transportation,0.0,0.0
1657,marquee,cineuphoria,0.0,0.0
1658,casey city council,port phillip city council,0.0,0.0
1659,australian silky terrier cross,australian silky terrier cross,1.0,1.0
1660,transfer,died,0.0,0.0
1661,london,city of london,1.0,0.0
1662,maremma sheepdog x,maremma sheep dog x,1.0,1.0
1663,nginx,apache/2.2.31 (unix) mod_ssl/2.2.31 openssl/1.0.1e-fips mod_bwlimited/1.4 mod_perl/2.0.8 perl/v5.10.1,0.0,0.0
1664,w60,690,0.0,0.0
1665,300,982,0.0,0.0
1666,630,203,0.0,0.0
1667,q29frameloveexpressjs,q25langjulia,0.0,0.0
1668,ca-dvbe ca-mb ca-sb ca-sbe cdvbe sdvosb,ca-sb ca-sbe dbe mbe mosb sb wbe wosb,0.0,0.0
1669,kenya,nigeria,0.0,0.0
1670,e_rvr,e_327,0.0,0.0
1671,hnl,ssp,0.0,0.0
1672,tanzania - mainland,san marino,0.0,0.0
1673,lkos - waluga,far southwest,0.0,0.0
1674,00979-7421,00911-2019,0.0,0.0
1675,w50,931,0.0,0.0
1676,san paolo,estadio das dunas,0.0,0.0
1677,middle eastern,egyptian,0.0,0.0
1678,ashcreek,reed,0.0,0.0
1679,chehalem mountains,primitivo del salento,0.0,0.0
1680,hayhurst,irvington,0.0,0.0
1681,"transport, storage and communications",health and social work,0.0,0.0
1682,ca-mb ca-sb ca-sbe sb wosb,ca-sbe mbe mosb sb wbe wosb,0.0,0.0
1683,species,variety,0.0,0.0
1684,computer softwarecomputer/it services,"computer software, computer/it services",1.0,1.0
1685,iraq/kurds-kurdistan,central african republic/chad/sudan/(darfur),0.0,0.0
1686,rwanda,kenya,0.0,0.0
1687,mining_and_quarrying_b,fishing_and_aquaculture_03,0.0,0.0
1688,dia11_1,dia7_0,0.0,0.0
1689,others,mining,0.0,0.0
1690,010c,029b,0.0,0.0
1691,switzerland,south africa,0.0,0.0
1692,"car, taxi and van drivers",deep-sea fishermen,0.0,0.0
1693,"houston, tx 77055","houston, tx",1.0,1.0
1694,southern oregon,central valley,0.0,0.0
1695,equals_value_added_gross_in_basic_prices,fishing,0.0,0.0
1696,greece,pakistan,0.0,0.0
1697,cym;egy;jey,cym;kwt,0.0,0.0
1698,israel,mozambique,0.0,0.0
1699,withdrawn,disapproved,0.0,0.0
1700,worked for government/government corporation,employer in own family-operated farm or business,0.0,0.0
1701,de,delaware,1.0,1.0
1702,us,slovakia,0.0,0.0
1703,piedmont,woodstock,0.0,0.0
1704,song,rubit,0.0,0.0
1705,npaw13_1,art1_3,0.0,0.0
1706,261,638,0.0,0.0
1707,kyrgyzstan,mexico,0.0,0.0
1708,airlines,integrated oil & gas,0.0,0.0
1709,star on the walk of fame,golden schmoes,0.0,0.0
1710,"works, infrastructure","works, maintenance and rehabilitation",0.0,0.0
1711,reits,industrial machinery,0.0,0.0
1712,business development services,kubo experiment - no credit history,0.0,0.0
1713,human health and social work activities,transportation and storage,0.0,0.0
1714,poland,andorra,0.0,0.0
1715,italy,slovakia,0.0,0.0
1716,dkk,nok,0.0,0.0
1717,dancing,dance dance dance,1.0,0.0
1718,other jobs,estate agent jobs,0.0,0.0
1719,iceland,yemen,0.0,0.0
1720,n,a,0.0,0.0
1721,el salvador,turkey,0.0,0.0
1722,tyne and wear,tyne and wear,1.0,1.0
1723,melton city council,frankston city council,0.0,0.0
1724,y11,r1x1,0.0,0.0
1725,budgetary_central_government_revenue,other_financial_corporations_other_banking_nonbank_financial_institutions_liabilities_included_in_definition_of_money,0.0,0.0
1726,mont,16th,0.0,0.0
1727,environmental studies,management /technical advice,0.0,0.0
1728,italy,spain,0.0,0.0
1729,equals: gross domestic product,plus: taxes less subsidies on products,0.0,0.0
1730,rwf,mwk,0.0,0.0
1731,thailand,maldives,0.0,0.0
1732,changes in inventories,plus: statistical discrepancy,0.0,0.0
1733,india,brunei darussalam,0.0,0.0
1734,diversified commercial services,electronic components,0.0,0.0
1735,markham,portsmouth,0.0,0.0
1736,sud-ouest,sud-ouest,1.0,1.0
1737,australian terrier cross,australian terrier cross,1.0,1.0
1738,croatia,ukraine,0.0,0.0
1739,armory,the armory,1.0,0.0
1740,hldfas,d122,0.0,0.0
1741,gaithersburg,renton,0.0,0.0
1742,south carolina,district of columbia,0.0,0.0
1743,sex offenses,motor vehicle theft,0.0,0.0
1744,colorado,co,1.0,1.0
1745,mo,missouri,1.0,0.0
1746,golden eagle,kennedy center honors,0.0,0.0
1747,swaziland,ghana,0.0,0.0
1748,agriculture_hunting_and_related_service_activities_01,fishing_b,0.0,0.0
1749,deln,24th,0.0,0.0
1750,hr manager,human resources manager,1.0,0.0
1751,país,syrah-tempranillo,0.0,0.0
1752,transportation_and_storage,mining_and_quarrying,0.0,0.0
1753,tonyelumelufdn,grindstonexl,0.0,0.0
1754,footnote_seqid,21,0.0,0.0
1755,md,ms,0.0,0.0
1756,start_lost&5_prime_utr_variant,splice_acceptor_variant&coding_sequence_variant&intron_variant,0.0,0.0
1757,norway,nigeria,0.0,0.0
1758,maine,philadelphia,0.0,0.0
1759,apricot/cream,apricot & cream,1.0,1.0
1760,zambia,iceland,0.0,0.0
1761,lkos - lake grove,russell,0.0,0.0
1762,estonia,madagascar,0.0,0.0
1763,strathbogie ranges,eola-amity hills,0.0,0.0
1764,belgian,thai,0.0,0.0
1765,austria,portugal,0.0,0.0
1766,djibouti,botswana,0.0,0.0
1767,education services,"equipment, mining",0.0,0.0
1768,201,352,0.0,0.0
1769,south tabor,bridlemile,0.0,0.0
1770,ln,wy,0.0,0.0
1771,zwe,bfa,0.0,0.0
1772,helsingborg,alicante,0.0,0.0
1773,accordion,piano resonance,0.0,0.0
1774,620,821,0.0,0.0
1775,wi,mo,0.0,0.0
1776,gef medium sized program,ifad funded project,0.0,0.0
1777,48,kazakhstan,0.0,0.0
1778,less_financial_intermediation_services_indirectly_measured_fisim,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,0.0,0.0
1779,massachusetts,ma,1.0,1.0
1780,hillside,russell,0.0,0.0
1781,ca-dvbe ca-mb ca-sb ca-sbe cdvbe dbe mosb sdvosb,ca-dvbe ca-mb ca-sb ca-sbe mbe mosb sb sbasdb sdvosb,0.0,0.0
1782,203,630,0.0,0.0
1783,closed,approval,0.0,0.0
1784,guinea,"congo, democratic republic of the",0.0,0.0
1785,old3_1,orh1_2,0.0,0.0
1786,antigua and barbuda,sierra leone,0.0,0.0
1787,dancing,dance-dance-dance,1.0,0.0
1788,united kingdom;united states,mexico,0.0,0.0
1789,collins view,ashcreek,0.0,0.0
1790,"montgomery, oh 45242","montgomery, oh",1.0,1.0
1791,nh,mp,0.0,0.0
1792,construction (isic f),total value added,0.0,0.0
1793,belarus,sao tome and principe,0.0,0.0
1794,00821-1427,00823-6324,0.0,0.0
1795,arnold creek,richmond,0.0,0.0
1796,iran,south africa,0.0,0.0
1797,"computer occupations, all other*","computer occupations, all other",1.0,1.0
1798,average benefit,securities lending unrealized gains,0.0,0.0
1799,slovakia,zambia,0.0,0.0
1800,tob3_0,copd1_1,0.0,0.0
1801,rhodesian,hungarian,0.0,0.0
1802,georgia,wisconsin,0.0,0.0
1803,lkos - oak creek,gresham - rockwood group,0.0,0.0
1804,352,872,0.0,0.0
1805,"warehouse, furniture",sewage plant,0.0,0.0
1806,ca,california,1.0,1.0
1807,nigeria,burkina faso,0.0,0.0
1808,public works,hazardous activities,0.0,0.0
1809,germany,azerbaijan,0.0,0.0
1810,virginia,wisconsin,0.0,0.0
1811,real estate activities (l),wholesale and retail trade; repair of motor vehicles and motorcycles (g),0.0,0.0
1812,anguilla,4,0.0,0.0
1813,220,580,0.0,0.0
1814,kentucky,ky,1.0,1.0
1815,telecommunications services advertising and pr services business services - other,telecommunications servicesadvertising and pr servicesbusiness services - other,1.0,1.0
1816,telemarketing (including do not call and spoofing),hearing aid compatibility of wireline phones,0.0,0.0
1817,south san francisco,west chicago,0.0,0.0
1818,cote d'ivoire,burundi,0.0,0.0
1819,kyrgyzstan,9,0.0,0.0
1820,col,fro,0.0,0.0
1821,r1y4,z08,0.0,0.0
