,w1,w2,ground_truth,prediction
1231,netherlands,tuvalu,0.0,0.0
1232,peru,mali,0.0,0.0
1233,vdg,bou,0.0,0.0
1234,montana,mt,1.0,0.0
1235,yemen: former yemen arab republic,somalia,0.0,0.0
1236,portland,burkesville,0.0,0.0
1237,921,364,0.0,0.0
1238,25,69,0.0,0.0
1239,bolivia,united states,0.0,0.0
1240,portoviejo,salvador,0.0,0.0
1241,connecticut,ct,1.0,1.0
1242,homicide,prostitution,0.0,0.0
1243,iraq,uzbekistan,0.0,0.0
1244,definitely endangered,severely endangered,0.0,0.0
1245,pie,asn,0.0,0.0
1246,commercials/promotions,open internet/net neutrality,0.0,0.0
1247,union of soviet socialist republics [former],seychelles,0.0,0.0
1248,municipal auditorium,municipal theatre,1.0,1.0
1249,rwanda,mauritania,0.0,0.0
1250,hawaii,missouri,0.0,0.0
1251,human resources assistant,human resource assistant,1.0,1.0
1252,russian ruble,russian rouble,1.0,1.0
1253,bolivia,south africa,0.0,0.0
1254,public_administration_and_defense_compulsory_social_security_l,private_households_with_employed_persons_p,0.0,0.0
1255,"sales and related workers, all other*","sales and related workers, all other",1.0,1.0
1256,total membership,% in us bonds,0.0,0.0
1257,retailtelecommunications servicesadvertising and pr services,retail;telecommunications services;advertising and pr services,1.0,1.0
1258,890,w50,0.0,0.0
1259,explorer,annual (nashville b-cycle),0.0,0.0
1260,board of the governors award,lifetime achievement award,0.0,0.0
1261,lloyd,multnomah,0.0,0.0
1262,loud commercials,telecommunications relay service (trs),0.0,0.0
1263,video artist,sing-along,0.0,0.0
1264,south tabor,collins view,0.0,0.0
1265,rvtot,in,0.0,0.0
1266,santa fe,adams,0.0,0.0
1267,e columbia,alameda,0.0,0.0
1268,q9currentrole,q22langprofjavascript,0.0,0.0
1269,spain,japan,0.0,0.0
1270,honduras,spain,0.0,0.0
1271,zon,sch,0.0,0.0
1272,services,wholesale,0.0,0.0
1273,immigration attorney,immigration attorney,1.0,1.0
1274,mpcp,pl,0.0,0.0
1275,pdte / allc,pdte / alcc.,1.0,1.0
1276,czechoslovakia,zaire,0.0,0.0
1277,australia,azerbaijan,0.0,0.0
1278,fashion designers,fashion design,1.0,1.0
1279,singapore,sao tome and principe,0.0,0.0
1280,robbery,rape,0.0,0.0
1281,354,810,0.0,0.0
1282,b-multiple,b-trivial,0.0,0.0
1283,jujuy,salento,0.0,0.0
1284,euro,euro,1.0,1.0
1285,nd,ny,0.0,0.0
1286,assitant - hr,assistant - hr,1.0,1.0
1287,mrt,afg,0.0,0.0
1288,united states,jordan,0.0,0.0
1289,apache/2.2.22 (debian),openresty/1.11.2.2,0.0,0.0
1290,ethiopia,republic of congo,0.0,0.0
1291,162,932,0.0,0.0
1292,white & brown & black,black & brown & white,1.0,1.0
1293,chad,niger,0.0,0.0
1294,"equipment, mechanical",satellite imaging services,0.0,0.0
1295,vermont,vt,1.0,0.0
1296,galatina,western australia,0.0,0.0
1297,ecuador,djibouti,0.0,0.0
1298,taxes less subsidies on imports.,"a discrepancy may exist between the volume estimates of an aggregate and the sum of its components for the years other than the reference year (indicated as base year"") and the following years due to non-additivity of the chain-volume estimates.""",0.0,0.0
1299,923,982,0.0,0.0
1300,malawi,czech republic,0.0,0.0
1301,wind_electricity,of_which_biodiesel,0.0,0.0
1302,exports_of_services,exports_of_goods_and_services,0.0,0.0
1303,day care center,accessory cottage,0.0,0.0
1304,legal defense advice or services by an attorney or staff,services are specifically exempt by statute,0.0,0.0
1305,local_11,local_08,0.0,0.0
1306,gambia,colombia,0.0,0.0
1307,tea,kor,0.0,0.0
1308,trinidad and tobago,saint kitts and nevis,0.0,0.0
1309,japanese,hong kong,0.0,0.0
1310,120,352,0.0,0.0
1311,tanzania - mainland,rwanda,0.0,0.0
1312,pa,ny,0.0,0.0
1313,prct,avgannageadjrate,0.0,0.0
1314,health,social_protection,0.0,0.0
1315,upstream_gene_variant,protein_altering_variant,0.0,0.0
1316,new construction wood frame,grade or quarry or fill or excavate,0.0,0.0
1317,slovenia,malta,0.0,0.0
1318,ghana,saint vincent and the grenadines,0.0,0.0
1319,consumer_prices,domestic_assets,0.0,0.0
1320,pakistan rupee,pakistan rupee,1.0,1.0
1321,"boston, ma 94501","boston, ma",1.0,1.0
1322,india,egypt,0.0,0.0
1323,imm,dia,0.0,0.0
1324,retail; advertising and pr services,retailadvertising and pr services,1.0,1.0
1325,estadio castelao,luis dosal,0.0,0.0
1326,vibraharp,bell ringers,0.0,0.0
1327,construction,less_financial_intermediation_services_indirectly_measured_fisim,0.0,0.0
1328,cm,bf,0.0,0.0
1329,cinema for peace award,founders award,0.0,0.0
1330,traveling sales,land rental,0.0,0.0
1331,lc,ec,0.0,0.0
1332,alenteo,alentejo,1.0,1.0
1333,"1,4","10,20",0.0,0.0
1334,idaho,oklahoma,0.0,0.0
1335,direct_use_of_solar_thermal_heat,gas_coke,0.0,0.0
1336,mo,missouri,1.0,0.0
1337,httpdaemon,mw2192.codfw.wmnet,0.0,0.0
1338,blr,ssd,0.0,0.0
1339,average annual number,local control of the regulation of alcohol outlet density,0.0,0.0
1340,budgetary_central_government_gross_operating_balance,balance_of_payments_reserves_and_related_items,0.0,0.0
1341,gbp,cad,0.0,0.0
1342,cast,sbrn,0.0,0.0
1343,motor vehicle theft,drugs,0.0,0.0
1344,gin,com,0.0,0.0
1345,duii,robbery,0.0,0.0
1346,unwanted calls,phone,0.0,0.0
1347,personal expenses,tailoring,0.0,0.0
1348,welsh corgi  x (cardigan),welsh corgi (cardigan) x,1.0,1.0
1349,apricot & fawn,apricot fawn,1.0,1.0
1350,dwrw,richmond,0.0,0.0
1351,tinta de toro,merlot-syrah,0.0,0.0
1352,german shepherd dog cross,german shepherd dog cross,1.0,1.0
1353,armenia,namibia,0.0,0.0
1354,in,indiana,1.0,1.0
1355,phil,mcar,0.0,0.0
1356,humboldt,hillside,0.0,0.0
1357,withdrawn,complete,0.0,0.0
1358,e_pinpat,e_d123,0.0,0.0
1359,a,n,0.0,0.0
1360,mongolia,turks and caicos islands,0.0,0.0
1361,pa,al,0.0,0.0
1362,pre,ren,0.0,0.0
1363,laos,greece,0.0,0.0
1364,ri,ny,0.0,0.0
1365,de,tx,0.0,0.0
1366,spirituality,spiritualism,1.0,1.0
1367,level dollar fixed,level dollar closed,0.0,0.0
1368,armenia,azerbaijan,0.0,0.0
1369,pet,gio,0.0,0.0
1370,d.4,d5+d61+d62,0.0,0.0
1371,39,21,0.0,0.0
1372,w02,y02,0.0,0.0
1373,other_financial_corporations_other_banking_nonbank_financial_institutions_liabilities_included_in_definition_of_money,financial_corporations_survey_banking_survey_non_monetary_liabilities,0.0,0.0
1374,gabon,honduras,0.0,0.0
1375,michigan,rhode island,0.0,0.0
1376,zimbabwe,timor-leste,0.0,0.0
1377,nh,new hampshire,1.0,0.0
1378,"7,53","1,48",0.0,0.0
1379,alb,sur,0.0,0.0
1380,creole/cajun,other,0.0,0.0
1381,thailand,13,0.0,0.0
1382,costa rica,guyana,0.0,0.0
1383,less_subsidies_on_products,human_health_and_social_work_activities,0.0,0.0
1384,foundingmoms,lgbtq-sci-fi-book-crew,0.0,0.0
1385,w21,25,0.0,0.0
1386,r4x1,z16,0.0,0.0
1387,swaziland,dominican republic,0.0,0.0
1388,gross capital formation,exports of goods and services,0.0,0.0
1389,hour,hr,1.0,0.0
1390,agesexraceadjrate,prev,0.0,0.0
1391,turkmenistan,el salvador,0.0,0.0
1392,german coolie,german cooly,1.0,1.0
1393,pdx,580,0.0,0.0
1394,corp. secretary / officer,corporate secretary / officer,1.0,1.0
1395,accommodation_and_food_service_activities,professional_scientific_technical_administrative_and_support_service_activities,0.0,0.0
1396,british shorthair,domestic mediumhair/siamese,0.0,0.0
1397,vacant lot,swimming pool,0.0,0.0
1398,me,mi,0.0,0.0
1399,tjk,dma,0.0,0.0
1400,rainforest,carbon offset,0.0,0.0
1401,garment shops,amusement center,0.0,0.0
1402,742,25,0.0,0.0
1403,legal assistant,legal assistant,1.0,1.0
1404,group a,group f,0.0,0.0
1405,arnold creek,richmond,0.0,0.0
1406,congo,kosovo,0.0,0.0
1407,forint,forint,1.0,1.0
1408,dog (non std),dog -  breeder/vca registered,0.0,0.0
1409,dis,can,0.0,0.0
1410,georgia,botswana,0.0,0.0
1411,gresham - centennial east,bridlemile,0.0,0.0
1412,layer 2 up,layer 3 down,0.0,0.0
1413,rou,lte,0.0,0.0
1414,la,pt,0.0,0.0
1415,leone,leone,1.0,1.0
1416,ranchi,kanpur,0.0,0.0
1417,legal counsel,legal counsel,1.0,1.0
1418,open,open,1.0,1.0
1419,ma,massachusetts,1.0,1.0
1420,sweden,czech republic,0.0,0.0
1421,gresham - north central,north tabor,0.0,0.0
1422,saudi arabia,11,0.0,0.0
1423,latvia,kosovo,0.0,0.0
1424,hldoth,217,0.0,0.0
1425,03/08/2012,11/05/2012,0.0,0.0
1426,libya,lesotho,0.0,0.0
1427,brewers,water utilities,0.0,0.0
1428,indiana,in,1.0,1.0
1429,tambura,trombone choir,0.0,0.0
1430,whittlesea city council,hume city council,0.0,0.0
1431,catarratto,tocai rosso,0.0,0.0
1432,pdx,590,0.0,0.0
1433,932,872,0.0,0.0
1434,less_subsidies_on_products,real_estate_renting_and_business_activities,0.0,0.0
1435,ssan,mont,0.0,0.0
1436,equals_net_national_disposable_income,plus_taxes_less_subsidies_on_production_and_imports_from_the_rest_of_the_world,0.0,0.0
1437,ecs,svk,0.0,0.0
1438,ribatejo,ribatejano,1.0,1.0
1439,"day care, non-res",apartments,0.0,0.0
1440,006a,043a,0.0,0.0
1441,jose zorrilla,orjans vall,0.0,0.0
1442,arkansas,pennsylvania,0.0,0.0
1443,sg,co,0.0,0.0
1444,weapons,curfew,0.0,0.0
1445,bosnia and herzegovina,tunisia,0.0,0.0
1446,oral health,asthma,0.0,0.0
1447,breedekloof,colares,0.0,0.0
1448,garnacha,sparkling blend,0.0,0.0
1449,lithuania,albania,0.0,0.0
1450,alaska,ak,1.0,0.0
1451,bosnia and herzegovina,france,0.0,0.0
1452,dancing,dance-dance-dance,1.0,1.0
1453,missouri,louisiana,0.0,0.0
1454,managing paralegal,managing paralegal,1.0,1.0
1455,161,922,0.0,0.0
1456,layer 2 up,layer 3 up,0.0,1.0
1457,nv,nj,0.0,0.0
1458,estonian kroon,estonian kroon,1.0,1.0
1459,apache/2.4.25 (cpanel) openssl/1.0.1e-fips mod_bwlimited/1.4,apache/2.2.13 (unix) mod_ssl/2.2.13 openssl/0.9.8e-fips-rhel5 mod_auth_passthrough/2.1 mod_bwlimited/1.4 php/5.2.10,0.0,0.0
1460,professional_scientific_technical_administrative_and_support_service_activities_m_n,wholesale_and_retail_trade_transportation_and_storage_accommodation_and_food_service_activities_g_h_i,0.0,0.0
1461,hagatna,sierra leone,0.0,0.0
1462,micronesia (federated states of),iraq,0.0,0.0
1463,h,u,0.0,0.0
1464,british virgin islands,cayman islands,0.0,0.0
1465,rwanda,morocco,0.0,0.0
1466,overarching conditions,tobacco,0.0,0.0
1467,samoa,ethiopia,0.0,0.0
1468,intergenic_variant,frameshift_variant,0.0,0.0
1469,wy,av,0.0,0.0
1470,"9,16","1,47",0.0,0.0
1471,reits,diversified commercial services,0.0,0.0
1472,out of cycle bulk,recycling - pilot,0.0,0.0
1473,north carolina,nc,1.0,0.0
1474,"includes professional, scientific and technical activities (m), and administrative and support service activities (n) of isic rev. 4 industry classification.","excludes education, human health and social work activities",0.0,0.0
1475,"2,11",24,0.0,0.0
1476,phge52fl,htge61fl,0.0,0.0
1477,vocational education teachers postsecondary,"vocational education teachers, postsecondary",1.0,1.0
1478,shimin kaikan,shimin kaikan (nagoya),1.0,1.0
1479,sw,hy,0.0,0.0
1480,"19,20",8,0.0,0.0
1481,lambrusco reggiano,mendocino-sonoma-amador,0.0,0.0
1482,rwa,rwa,1.0,1.0
1483,homestead,gresham - northeast gresh,0.0,0.0
1484,german,irish,0.0,0.0
1485,gap-filled total,weighted average,0.0,0.0
1486,"minnetonka, mn","minnetonka, mn 55343",1.0,1.0
1487,customer service jobs,catering jobs,0.0,0.0
1488,white,native hawaiian or other pacific islander,0.0,0.0
1489,fashion design,fashion designers,1.0,1.0
1490,lithuania,turkey,0.0,0.0
1491,tennessee,texas,0.0,0.0
1492,india,israel,0.0,0.0
1493,semester membership,annual membership (fort worth bike sharing),0.0,0.0
1494,status unclear,multiparty signed/agreed,0.0,0.0
1495,st. lucia,georgia,0.0,0.0
1496,"9,10","6,30",0.0,0.0
1497,beige/black,beige & black,1.0,1.0
1498,new york,connecticut,0.0,0.0
1499,motor vehicle theft,rape,0.0,0.0
1500,md,pa,0.0,0.0
1501,"7,11",16,0.0,0.0
1502,bridlemile,gresham - centennial east,0.0,0.0
1503,th,ua,0.0,0.0
1504,primetime emmy awards,"césar awards, france",0.0,0.0
1505,logistics jobs,sales jobs,0.0,0.0
1506,vacant,t11,0.0,0.0
1507,saint-denis,santiago de chile,0.0,0.0
1508,20,united states,0.0,0.0
1509,less_gross_capital_formation,less_consumption_of_fixed_capital,0.0,0.0
1510,spain,brunei darussalam,0.0,0.0
1511,homestead,irvington,0.0,0.0
1512,other,artisan,0.0,0.0
1513,united arab emirates,egypt,0.0,0.0
1514,nh,me,0.0,0.0
1515,washington,south carolina,0.0,0.0
1516,a,y,0.0,0.0
1517,22/07/2011,08/10/2010,0.0,0.0
1518,u02,u03,0.0,0.0
1519,budapest,prague,0.0,0.0
1520,indiana,kansas,0.0,0.0
1521,founding artistic director,founding artisitc director,1.0,1.0
1522,united states,dominican republic,0.0,0.0
1523,e_single,e_notstd,0.0,0.0
1524,hosfrd-abrnethy,lloyd,0.0,0.0
1525,siamese/japanese bobtail,bengal,0.0,0.0
1526,financials,telecommunications services,0.0,0.0
1527,wv,va,0.0,0.0
1528,activity center,restroom,0.0,0.0
1529,new york city,new york,1.0,1.0
1530,number,crude rate,0.0,0.0
1531,sl,ht,0.0,0.0
1532,south dakota,connecticut,0.0,0.0
1533,milan,geneva,0.0,0.0
1534,normcostrate_ee_est,income_otherinvestments,0.0,0.0
1535,wyoming,maine,0.0,0.0
1536,942,651,0.0,0.0
1537,georgia,delaware,0.0,0.0
1538,education_p,construction_f,0.0,0.0
1539,"9,15",25,0.0,0.0
1540,burkina faso,slovenia,0.0,0.0
1541,museum,tourist hotel/motel,0.0,0.0
1542,brown/orange,orange & brown,1.0,1.0
1543,new york,ny,1.0,0.0
1544,sanl,rock,0.0,0.0
1545,shareholder / attorney,shareholder/attorney,1.0,1.0
1546,porto alegre,milan,0.0,0.0
1547,ireland/united kingdom/(northern ireland),georgia/ossetia,0.0,0.0
1548,illinois,university of california,0.0,0.0
1549,abyssinian,domestic shorthair,0.0,0.0
1550,q22langprofr,q22langprofscala,0.0,0.0
1551,hi,hawaii,1.0,0.0
1552,r3z1,r1y3,0.0,0.0
1553,california other,long island,0.0,0.0
1554,electric 6-string bass guitar,zoomoo,0.0,0.0
1555,larceny,"assault, simple",0.0,0.0
1556,"4,11,14",6,0.0,0.0
1557,mississippi,wisconsin,0.0,0.0
1558,21,zambia,0.0,0.0
1559,iceland,state of palestine,0.0,0.0
1560,hi,hawaii,1.0,0.0
1561,executive director,executive director,1.0,1.0
1562,religious articles,jewelry,0.0,0.0
1563,barcelona,luxembourg,0.0,0.0
1564,gresham - north gresham,gresham - northwest gresh,0.0,0.0
1565,"pasricha & patel, llc","partner, pryor cashman llp",1.0,1.0
1566,other,bachelor's,0.0,0.0
1567,zimbabwe,tajikistan,0.0,0.0
1568,immigration lawyer,immigration lawyer,1.0,1.0
1569,attorney & counselor at law,attorney and counselor at law,1.0,1.0
1570,dbrk,deln,0.0,0.0
1571,white & apricot,white/apricot,1.0,1.0
1572,hillsdale,eliot,0.0,0.0
1573,swedish,mexican,0.0,0.0
1574,15,algeria,0.0,0.0
1575,hp4,550,0.0,0.0
1576,b-family,b-abbreviation,0.0,0.0
1577,japanese bobtail,turkish angora,0.0,0.0
1578,eastern metropolitan,eastern victoria,0.0,0.0
1579,ma,tn,0.0,0.0
1580,honduras,togo,0.0,0.0
1581,moldova,bosnia and herzegovina,0.0,0.0
1582,pa,wi,0.0,0.0
1583,food beverage and tobacco products,paper materials and products,0.0,0.0
1584,30,4,0.0,0.0
1585,mbe sb sdvosb,ca-dvbe ca-sb,0.0,0.0
1586,south africa,azerbaijan,0.0,0.0
1587,thessalikos,brda,0.0,0.0
1588,black or african american,white,0.0,0.0
1589,lac,eca,0.0,0.0
1590,bulgaria,argentina,0.0,0.0
1591,isr,jey;gbr,0.0,0.0
1592,y16a,x14,0.0,0.0
1593,torontel,bovale,0.0,0.0
1594,low income,upper middle income,0.0,0.0
1595,approval,closed,0.0,0.0
1596,4,850,0.0,0.0
1597,muzla,pfalz,0.0,0.0
1598,sumner,kerns,0.0,0.0
1599,luis dosal,estadio castelao,0.0,0.0
1600,al,alabama,1.0,1.0
1601,italy,spain,0.0,0.0
1602,932,w30,0.0,0.0
1603,zambian kwacha,zambia kwacha,1.0,1.0
1604,agriculture_forestry_and_fishing_a,financial_and_insurance_activities_k,0.0,0.0
1605,algeria,burundi,0.0,0.0
1606,fixedincome_international,expense_otherbenefits,0.0,0.0
1607,sullivans gulch,sylvan-highlnds,0.0,0.0
1608,consumer staples,industrials,0.0,0.0
1609,352,sh,0.0,0.0
1610,oakl,sbrn,0.0,0.0
1611,d,bldg 3,0.0,0.0
1612,rou,nru,0.0,0.0
1613,fishing_and_aquaculture,information_and_communication,0.0,0.0
1614,djembe,toys,0.0,0.0
1615,"2,48","77,115",0.0,0.0
1616,b-identifier,i-trivial,0.0,0.0
1617,best screenplay,daytime emmy,0.0,0.0
1618,"shareholder, managing attorney",shareholder - managing attorney,1.0,1.0
1619,slr,exp,0.0,0.0
1620,none,high school,0.0,0.0
1621,barber shop,agriculture,0.0,0.0
1622,kg,la,0.0,0.0
1623,00822-4223,00802-3463,0.0,0.0
1624,stock-investors-wyckoff-educational-meetup,wicker-park-bucktown-toastmasters-meetup,0.0,0.0
1625,nga,tls,0.0,0.0
1626,togo,ukraine,0.0,0.0
1627,training jobs,education jobs,0.0,0.0
1628,splice_donor_variant&coding_sequence_variant&intron_variant,missense_variant,0.0,0.0
1629,cartagena uberx,san josé uberxl,0.0,0.0
1630,croatia/yugoslavia (former),sierra leone,0.0,0.0
1631,nc,ga,0.0,0.0
1632,medical clinic,musical performance,0.0,0.0
1633,rogers-park-library-book-discussion-group,montauk-group-meetup,0.0,0.0
1634,25,pb3,0.0,0.0
1635,jose rico perez,la romareda,0.0,0.0
1636,35,31,0.0,0.0
1637,r1x1,z13a,0.0,0.0
1638,ny,ri,0.0,0.0
1639,middle,comml-2,0.0,0.0
1640,grenada,norway,0.0,0.0
1641,bol,bol,1.0,1.0
1642,science-and-technology,science-technology,1.0,1.0
1643,irl,lac,0.0,0.0
1644,bovale,torontel,0.0,0.0
1645,smoothed 5-year,smoothed,0.0,0.0
1646,internet,radio,0.0,0.0
1647,il,ny,0.0,0.0
1648,manaus,rosario,0.0,0.0
1649,india,netherlands,0.0,0.0
1650,tennessee,illinois,0.0,0.0
1651,ross-shire,ross-shire,1.0,1.0
1652,transportation and storage,"professional, scientific, technical, administrative and support service activities",0.0,0.0
1653,nevada,north carolina,0.0,0.0
1654,gresham - southwest gresh,far southwest,0.0,0.0
1655,yard trimming,sweeping,0.0,0.0
1656,us,lu,0.0,0.0
1657,vandalism,kidnap,0.0,0.0
1658,hosfrd-abrnethy,lkos - oak creek,0.0,0.0
1659,writing,write,1.0,1.0
1660,911,901,0.0,0.0
1661,of_which_biogasoline,liquified_petroleum_gas,0.0,0.0
1662,san marino,yemen: former yemen arab republic,0.0,0.0
1663,sgd,mxn,0.0,0.0
1664,san josé uberxl,cartagena uberx,0.0,0.0
1665,boston,chicago,0.0,0.0
1666,massachusetts,ma,1.0,1.0
1667,y11,r1z7,0.0,0.0
1668,intron_variant&non_coding_transcript_variant,stop_retained_variant,0.0,0.0
1669,md,ak,0.0,0.0
1670,cym;col,vgb;hkg;usa,0.0,0.0
1671,mississippi,utah,0.0,0.0
1672,uganda,indonesia,0.0,0.0
1673,161,841,0.0,0.0
1674,kern county,boston,0.0,0.0
1675,hillsdale,university park,0.0,0.0
1676,third party,employee,0.0,0.0
1677,resin/3.1.8,varnish,0.0,0.0
1678,switzerland,uk,0.0,0.0
1679,mining,others,0.0,0.0
1680,other machine operators and assemblers,faith healers,0.0,0.0
1681,plan name,total cola benefits,0.0,0.0
1682,nj,al,0.0,0.0
1683,current population survey,acs 1-year estimates,0.0,0.0
1684,information technology,materials,0.0,0.0
1685,dolcetto d'alba,coteaux d'ancenis,0.0,0.0
1686,kenya,estonia,0.0,0.0
1687,edinburgh,hamburg,0.0,0.0
1688,bayf,19th,0.0,0.0
1689,12,36,0.0,0.0
1690,kh,id,0.0,0.0
1691,94,368,0.0,0.0
1692,hartford,new york city,0.0,0.0
1693,prin,multiss,0.0,0.0
1694,united states,south carolina,0.0,0.0
1695,director,director,1.0,1.0
1696,syrian arab republic,burkina faso,0.0,0.0
1697,gbr,gbr,1.0,1.0
1698,final_consumption_expenditure,imports_of_goods,0.0,0.0
1699,cost method,other deductions,0.0,0.0
1700,zorkasphotobeginners,sf-young-professionals-book-club,0.0,0.0
1701,611,070,0.0,0.0
1702,sp.dyn.amrt.ma,ic.frm.outg.zs,0.0,0.0
1703,x11,w10,0.0,0.0
1704,bdi,uzb,0.0,0.0
1705,native hawaiian or other pacific islander,black or african american,0.0,0.0
1706,out of cycle brush,sweeper dumpsites,0.0,0.0
1707,tonga,romania,0.0,0.0
1708,guyana,marshall islands,0.0,0.0
1709,yem,mdg,0.0,0.0
1710,gnb,gnb,1.0,1.0
1711,pakistan,31,0.0,0.0
1712,senior supervising attorney,sr. supervising attorney,1.0,1.0
1713,energy and utilities engineering services,energy and utilities; engineering services,1.0,1.0
1714,id,aq,0.0,0.0
1715,cabo verde,footnote_seqid,0.0,0.0
1716,cri;imn,bmu;vgb;chn,0.0,0.0
1717,yem,yem,1.0,1.0
1718,luxembourg,czech republic,0.0,0.0
1719,croatia,zimbabwe,0.0,0.0
1720,9,"5,7",0.0,0.0
1721,bayside city council,moreland city council,0.0,0.0
1722,napa-sonoma,south coast,0.0,0.0
1723,japan,chile,0.0,0.0
1724,ia,iowa,1.0,0.0
1725,exp,slr,0.0,0.0
1726,south africa,east asia & pacific (ida & ibrd countries),0.0,0.0
1727,300,sh,0.0,0.0
1728,west virginia,oregon,0.0,0.0
1729,category 2 pensioner,cat (new),0.0,0.0
1730,ca,california,1.0,1.0
1731,finance jobs,media digital creative jobs,0.0,0.0
1732,housing_and_community_amenities,education,0.0,0.0
1733,sierra leone,hagatna,0.0,0.0
1734,southern oregon,washington other,0.0,0.0
1735,subclass,variety,0.0,0.0
1736,pennsylvania,maryland,0.0,0.0
1737,ca,hk,0.0,0.0
1738,bosnia and herzegovina,swaziland,0.0,0.0
1739,barbados,myanmar,0.0,0.0
1740,production design,marionettes,0.0,0.0
1741,cafã©/coffee/tea,soul food,0.0,0.0
1742,peat,other_recovered_gases,0.0,0.0
1743,a1050000004dc9c,a1050000000wf0z,0.0,0.0
1744,myanmar,lao people's democratic republic,0.0,0.0
1745,belarus,slovenia,0.0,0.0
1746,u01,e15,0.0,0.0
1747,cvd,alc,0.0,0.0
1748,hxx,p7c,0.0,0.0
1749,"3,183",87,0.0,0.0
1750,retailrental servicesrestaurant/food services,retail; rental services; restaurant/food services,1.0,1.0
1751,872,10,0.0,0.0
1752,"fragomen, del rey, bernsen & loewy, llp","fragomen, del rey, bersen & loewy llp",1.0,1.0
1753,montana,mt,1.0,0.0
1754,de,it,0.0,0.0
1755,argentina,bulgaria,0.0,0.0
1756,67,62,0.0,0.0
1757,dialect,family,0.0,0.0
1758,djibouti,kazakhstan,0.0,0.0
1759,duii,arson,0.0,0.0
1760,israel,romania,0.0,0.0
1761,acquisitions less disposals of valuables,household final consumption expenditure,0.0,0.0
1762,rwa,rwa,1.0,1.0
1763,offenses against family,disorderly conduct,0.0,0.0
1764,embezzlement,drugs,0.0,0.0
1765,homicide,trespass,0.0,0.0
1766,conca de barberà,monti lessini,0.0,0.0
1767,community auditorium (emens college),community theater,1.0,1.0
1768,human health and social work activities,"crop and animal production, hunting and related service activities",0.0,0.0
1769,north america,southeastern asia,0.0,0.0
1770,london,city of london,1.0,1.0
1771,season,pctfgs,0.0,0.0
1772,representative,representative,1.0,1.0
1773,"2,72","32,40",0.0,0.0
1774,died,rto-adopt,0.0,0.0
1775,kor,tea,0.0,0.0
1776,saperavi,kallmet,0.0,0.0
1777,sweden,papua new guinea,0.0,0.0
1778,672,262,0.0,0.0
1779,anguilla,netherlands,0.0,0.0
1780,fuel/firewood,clothing,0.0,0.0
1781,pb2,962,0.0,0.0
1782,angola/burundi/central african republic/democratic republic of congo/kenya/republic of congo/rwanda/sudan/tanzania/uganda/zambia/(african great lakes),colombia,0.0,0.0
1783,006j,025c,0.0,0.0
1784,austria,malaysia,0.0,0.0
1785,810,354,0.0,0.0
1786,monterey-santa barbara,mendocino,0.0,0.0
1787,west virginia,ohio,0.0,0.0
1788,"northbrook, il","northbrook, il 60062",1.0,1.0
1789,the bahamas,caracas,0.0,0.0
1790,aud,nok,0.0,0.0
1791,mezzo-soprano,clavier,0.0,0.0
1792,advertising and pr servicesmanagement consulting servicesother/not classified,advertising and pr services management consulting services other/not classified,1.0,1.0
1793,"associate - fragomen, del rey, bernsen & loewy llp","associate -fragomen, del rey, bernsen & loewy, llp",1.0,1.0
1794,ofcs award,sefca award,0.0,0.0
1795,malaysia,austria,0.0,0.0
1796,new york other,central valley,0.0,0.0
1797,partner/lead engagement attorney,partner/lead engagement attorney,1.0,1.0
1798,leverano,noto,0.0,0.0
1799,nsch,mpinc,0.0,0.0
1800,gresham - hollybrook,china/old town,0.0,0.0
1801,pq,br,0.0,0.0
1802,philippines,mongolia,0.0,0.0
1803,french polynesia,turkmenistan,0.0,0.0
1804,z08,x08,0.0,0.0
1805,00605-1836,00659-1290,0.0,0.0
1806,poodle standard x,poodle (standard) x,1.0,1.0
1807,lu,us,0.0,0.0
1808,860,871,0.0,0.0
1809,idr,wst,0.0,0.0
1810,duii,fraud,0.0,0.0
1811,3,810,0.0,0.0
1812,q03,s15,0.0,0.0
1813,former ethiopia,botswana,0.0,0.0
1814,publishing,cable & satellite,0.0,0.0
1815,st johns,south portland,0.0,0.0
1816,biotechnology/pharmaceuticals;medical devices and supplies,biotechnology/pharmaceuticalsmedical devices and supplies,1.0,1.0
1817,panama,mozambique,0.0,0.0
1818,ky,kentucky,1.0,1.0
1819,chocolate & white,chocolate/white,1.0,1.0
1820,manufacturing_c,real_estate_activities_l,0.0,0.0
1821,ven,blr,0.0,0.0
1822,critically endangered,vulnerable,0.0,0.0
1823,avganncrdrate,ageadjmean,0.0,0.0
1824,the-american-writers-museum,i-love-the-new-yorker-magazine-in-sf,0.0,0.0
1825,sahor,mpcmi,0.0,0.0
1826,w21,151,0.0,0.0
1827,oregon,or,1.0,1.0
1828,cea,imp,0.0,0.0
1829,oth,tot4qe,0.0,0.0
1830,560,361,0.0,0.0
1831,india,mongolia,0.0,0.0
1832,r1y2,r1x5,0.0,0.0
1833,gross_fixed_capital_formation,general_government_final_consumption_expenditure,0.0,0.0
1834,bolivia (plurinational state of),fiji,0.0,0.0
1835,golden retriever cross,golden retriever cross,1.0,1.0
1836,sudan,mauritania,0.0,0.0
1837,consultant,consultant,1.0,1.0
1838,marshall park,hosfrd-abrnethy,0.0,0.0
1839,6,"19,20",0.0,0.0
1840,q12jobcritprofgrowth,q19taltoolremoteorliveinttool,0.0,0.0
1841,guf,bmu,0.0,0.0
1842,kir,gib,0.0,0.0
